1515179947,1000.000000,1000, 0,0.0024,0.0043,0.0031,0,0.0, 1,-0.0014,-0.0004,-0.0009,0,0.0, 2,0.0023,0.0040,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7407,4.7746,4.7513,0,0.0, 5,0.0096,4.7792,4.2969,1,1.0, 6,0.1515,0.1543,0.1531,0,0.0, 7,-4.4523,-4.4246,-4.4389,0,0.0
1515179953,1000.000000,1000, 0,0.0024,0.0040,0.0031,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0024,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7400,4.7696,4.7514,0,0.0, 5,0.0096,4.7771,4.3726,1,1.0, 6,0.1514,0.1546,0.1530,0,0.0, 7,-4.6100,-4.5820,-4.5976,0,0.0
1515179959,1000.000000,1000, 0,0.0023,0.0040,0.0031,0,0.0, 1,-0.0014,-0.0003,-0.0009,0,0.0, 2,0.0023,0.0038,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7398,4.7691,4.7516,0,0.0, 5,0.0096,4.7778,4.4307,1,1.0, 6,0.1515,0.1539,0.1529,0,0.0, 7,-4.7656,-4.7417,-4.7539,0,0.0
1515179965,1000.000000,1000, 0,0.0024,0.0038,0.0031,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0024,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7392,4.7655,4.7509,0,0.0, 5,0.0096,4.7748,4.4628,1,1.0, 6,0.1514,0.1546,0.1533,0,0.0, 7,-4.9246,-4.8970,-4.9117,0,0.0
1515179971,1000.000000,1000, 0,0.0023,0.0041,0.0031,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0024,0.0040,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7377,4.7693,4.7508,0,0.0, 5,0.0096,4.7827,4.4958,1,1.0, 6,0.1517,0.1541,0.1531,0,0.0, 7,4.9211,4.9452,4.9325,0,0.0
1515179978,1000.000000,1000, 0,0.0021,0.0035,0.0031,0,0.0, 1,-0.0014,-0.0003,-0.0009,0,0.0, 2,0.0023,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7366,4.7670,4.7504,0,0.0, 5,0.0096,4.7731,4.2915,2,2.0, 6,0.1519,0.1546,0.1532,0,0.0, 7,4.7520,4.7908,4.7762,0,0.0
1515179984,1000.000000,1000, 0,0.0024,0.0038,0.0031,0,0.0, 1,-0.0014,-0.0003,-0.0009,0,0.0, 2,0.0024,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7395,4.7662,4.7502,0,0.0, 5,0.0096,4.7722,4.3291,2,2.0, 6,0.1516,0.1545,0.1529,0,0.0, 7,4.6001,4.6348,4.6196,0,0.0
1515179990,1000.000000,1000, 0,0.0023,0.0038,0.0031,0,0.0, 1,-0.0014,-0.0003,-0.0010,0,0.0, 2,0.0023,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7382,4.7673,4.7501,0,0.0, 5,0.0096,4.7780,4.3623,2,2.0, 6,0.1519,0.1547,0.1535,0,0.0, 7,4.4452,4.4781,4.4655,0,0.0
1515179996,1000.000000,1000, 0,0.0024,0.0038,0.0032,0,0.0, 1,-0.0014,-0.0004,-0.0010,0,0.0, 2,0.0024,0.0037,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7406,4.7665,4.7505,0,0.0, 5,0.0096,4.7717,4.3908,2,2.0, 6,0.1520,0.1541,0.1531,0,0.0, 7,4.2927,4.3254,4.3107,0,0.0
1515180002,1000.000000,1000, 0,0.0024,0.0038,0.0032,0,0.0, 1,-0.0015,-0.0004,-0.0011,0,0.0, 2,0.0024,0.0038,0.0032,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7360,4.7638,4.7481,0,0.0, 5,0.0096,4.7690,4.4173,2,2.0, 6,0.1520,0.1541,0.1532,0,0.0, 7,4.1412,4.1691,4.1560,0,0.0
1515180008,1000.000000,1000, 0,0.0043,0.0084,0.0061,0,0.0, 1,-0.0026,-0.0009,-0.0018,0,0.0, 2,0.0055,0.0098,0.0073,0,0.0, 3,-0.8275,-0.8275,-0.8275,0,0.0, 4,4.7345,4.7629,4.7470,0,0.0, 5,0.0096,4.7678,4.3269,3,3.0, 6,0.1514,0.1541,0.1529,0,0.0, 7,4.1342,4.1356,4.1350,0,0.0
1515180014,1000.000000,1000, 0,0.7170,1.5662,1.1673,0,0.0, 1,-0.2021,-0.0795,-0.1439,0,0.0, 2,0.7158,1.5635,1.1655,0,0.0, 3,-0.8276,-0.8275,-0.8275,0,0.0, 4,0.0427,4.7610,2.9800,17,17.0, 5,0.0098,4.7679,4.3233,3,3.0, 6,0.1510,0.1542,0.1529,0,0.0, 7,4.1292,4.1305,4.1299,0,0.0
1515180020,1000.000000,1000, 0,1.6898,1.7597,1.7271,0,0.0, 1,-0.2271,-0.1764,-0.2109,0,0.0, 2,1.6880,1.7573,1.7251,0,0.0, 3,-0.8276,-0.8275,-0.8275,0,0.0, 4,0.0423,4.7693,2.8663,17,17.0, 5,0.0096,4.7763,4.3625,3,3.0, 6,0.1508,0.1537,0.1524,0,0.0, 7,4.1281,4.1284,4.1282,0,0.0
1515180026,1000.000000,1000, 0,1.7982,1.8690,1.8374,0,0.0, 1,-0.2408,-0.1876,-0.2243,0,0.0, 2,1.7974,1.8676,1.8353,0,0.0, 3,-0.8276,-0.8275,-0.8275,0,0.0, 4,0.0430,4.7816,2.8840,19,19.0, 5,0.0096,4.7667,4.3855,3,3.0, 6,0.1511,0.1534,0.1524,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180032,1000.000000,1000, 0,1.8999,1.9703,1.9368,0,0.0, 1,-0.2531,-0.1981,-0.2363,0,0.0, 2,1.8978,1.9678,1.9346,0,0.0, 3,-0.8279,-0.8275,-0.8275,0,0.0, 4,0.0426,4.7853,2.8931,20,20.0, 5,0.0096,4.7647,4.2925,4,4.0, 6,0.1511,0.1534,0.1523,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180038,1000.000000,1000, 0,1.9971,2.0666,2.0343,0,0.0, 1,-0.2646,-0.2083,-0.2481,0,0.0, 2,1.9951,2.0649,2.0319,0,0.0, 3,-0.8276,-0.8275,-0.8275,0,0.0, 4,0.0424,4.7603,2.9029,21,21.0, 5,0.0096,4.7717,4.4187,3,3.0, 6,0.1509,0.1541,0.1523,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180044,1000.000000,1000, 0,0.0023,2.1380,0.6010,0,0.0, 1,-0.2737,0.0080,-0.0702,0,0.0, 2,0.0024,2.1345,0.6007,0,0.0, 3,-0.8276,-0.8275,-0.8275,0,0.0, 4,0.0427,4.7630,3.8609,5,5.0, 5,0.0098,4.7661,4.6297,1,1.0, 6,0.1506,0.1536,0.1524,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180050,1000.000000,1000, 0,0.0024,0.0032,0.0029,0,0.0, 1,-0.0011,0.0000,-0.0006,0,0.0, 2,0.0023,0.0032,0.0028,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7397,4.7613,4.7475,0,0.0, 5,4.7398,4.7632,4.7481,0,0.0, 6,0.1506,0.1534,0.1520,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180056,1000.000000,1000, 0,0.0026,0.0034,0.0031,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0027,0.0034,0.0031,0,0.0, 3,-0.8275,-0.8275,-0.8275,0,0.0, 4,4.7380,4.7623,4.7468,0,0.0, 5,4.7388,4.7638,4.7473,0,0.0, 6,0.1514,0.1535,0.1524,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180062,1000.000000,1000, 0,0.0029,0.0034,0.0032,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0027,0.0034,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7392,4.7612,4.7466,0,0.0, 5,4.7392,4.7626,4.7471,0,0.0, 6,0.1508,0.1533,0.1521,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
1515180068,1000.000000,1000, 0,0.0029,0.0034,0.0031,0,0.0, 1,-0.0013,-0.0003,-0.0009,0,0.0, 2,0.0027,0.0034,0.0031,0,0.0, 3,-0.8275,-0.8274,-0.8275,0,0.0, 4,4.7378,4.7624,4.7466,0,0.0, 5,4.7386,4.7636,4.7472,0,0.0, 6,0.1506,0.1534,0.1522,0,0.0, 7,4.1279,4.1282,4.1281,0,0.0
